Start_Lat,Start_Lng,Severity
27.486057,-82.456772,2
37.627369,-122.081245,3
28.492327000000003,-82.52763399999998,2
26.350508,-81.77919,2
33.829433,-117.93003799999998,2
37.689507,-122.103943,3
33.87368,-118.236664,2
34.267681,-118.48476399999998,2
34.501801,-118.233818,2
28.507965,-82.5214,2
34.492336,-118.179886,2
37.334877,-121.935692,3
34.065258,-117.806099,3
41.224018,-96.043098,3
25.733028,-80.318649,2
33.941074,-84.504333,3
33.941364,-118.096634,3
34.077183000000005,-118.282005,2
43.04697,-83.67456800000002,3
27.201,-81.972008,2
42.504543,-83.114975,3
43.060566,-83.77295699999998,2
33.878338,-117.658257,2
27.996487,-82.546097,2
37.467159,-122.20903,2
41.182053,-96.023689,2
37.701157,-121.823685,3
34.135426,-117.961983,3
25.643578,-80.334251,2
27.967937,-82.729973,2
34.037144,-118.300369,3
36.403473,-121.316559,2
27.236498,-82.497566,2
32.693268,-117.171967,2
33.85416,-117.954201,2
32.778725,-117.111298,3
33.876289,-118.102577,2
42.403706,-82.964203,3
33.982327000000005,-84.34164399999997,3
38.638069,-121.203156,2
33.934101,-84.15683,2
28.62704500000001,-82.446838,2
28.539021,-81.31055500000002,2
34.022247,-118.177963,2
27.770145,-82.671265,2
34.060539,-118.215202,3
43.088711,-83.928764,2
41.860424,-88.002563,2
33.510872,-81.869141,2
25.883984,-80.32373,2
34.446846,-83.122055,3
38.568436,-121.510559,3
38.024551,-121.964058,2
40.759415,-74.975021,2
33.917103000000004,-118.099243,2
33.923298,-118.239059,2
38.588737,-121.401505,2
34.018448,-118.280075,3
33.872032,-117.665222,2
42.305592,-87.983589,2
34.121532,-117.743919,2
33.876289,-118.102577,2
41.090263,-73.803444,2
33.821648,-118.207024,3
33.989891,-84.338463,2
33.949703,-118.170532,3
32.738712,-117.007721,2
41.234093,-96.11953,2
33.752514,-84.231735,3
27.043440000000004,-82.235641,2
34.136375,-117.536865,2
42.368423,-83.058128,3
38.068089,-122.12812,3
37.962456,-122.053886,3
34.071758,-118.09948,3
34.125015000000005,-117.914612,3
33.936234000000006,-117.118828,2
33.888504,-118.18898,3
43.012817,-83.73382600000002,2
33.881962,-117.880585,2
33.416809,-82.007011,2
33.805141,-84.413338,3
38.686436,-90.354271,3
33.9963,-117.88841200000002,2
34.1926,-118.141273,2
37.9646,-122.325928,2
34.134212,-117.956772,3
38.70710800000001,-121.309616,3
33.752979,-117.831795,2
33.60474,-117.690514,3
38.570393,-121.468353,3
37.754154,-122.003197,2
28.185959000000004,-82.437927,2
42.400311,-82.88803100000001,2
43.00536,-83.739067,2
34.043037,-118.217239,3
34.267235,-118.441902,2
34.157112,-118.448685,2
34.034794,-117.97451,2
43.900604,-85.276237,2
26.062872,-80.163872,3
41.849091,-87.612915,3
38.344597,-122.001404,3
43.027424,-83.71709399999997,2
37.408958,-121.878571,3
32.944241,-117.108582,3
34.020247999999995,-117.814972,2
34.361607,-117.433601,3
38.881653,-121.974045,3
25.68428,-80.44929499999998,2
40.69812,-73.962471,3
33.8396,-118.263474,3
41.376125,-95.67556,3
34.429298,-82.63050799999998,2
34.030437,-117.611946,2
33.687832,-117.908379,3
34.068259999999995,-117.602463,3
33.92889,-118.291588,3
41.858982,-88.091972,2
33.546902,-84.278488,3
33.98785,-118.399048,3
34.030846000000004,-118.391144,3
34.073871999999994,-117.809959,2
34.03595,-118.169853,2
34.033314000000004,-118.124405,2
33.901752,-118.370316,3
37.741131,-121.49501,3
34.133884,-117.956421,3
33.791183000000004,-118.088226,3
38.7146,-121.607239,2
33.010441,-117.264534,3
34.072067,-118.07309,3
38.363293,-122.712601,2
25.733644,-80.296738,2
28.805132,-81.884125,2
42.695904,-73.84127,3
32.780624,-117.087975,3
41.892048,-88.105476,2
33.061729,-117.291084,3
27.447712,-82.56028,2
34.082695,-117.696487,3
32.750427,-117.001495,2
33.469566,-117.673843,3
33.803047,-84.407753,3
42.053329,-88.27037800000002,2
33.939377,-117.155975,2
34.136505,-117.503441,2
25.847122,-80.207489,3
37.317062,-121.94059,3
33.554878,-81.77849599999998,2
42.253731,-83.30368,3
28.565348,-81.182373,2
34.067677,-117.407692,3
41.751728,-87.56624599999998,2
37.78171500000001,-122.39724,3
43.04911,-83.596298,2
33.876801,-118.112846,2
42.948849,-85.676109,2
37.701393,-121.769829,3
28.540524,-81.413422,2
34.072968,-117.77828999999998,3
34.077427,-117.205658,2
34.030716,-117.585854,2
34.053894,-117.986725,2
37.294685,-121.81015,2
33.371181,-117.251419,2
38.684055,-90.21904,3
43.191818,-83.793991,2
34.068657,-118.042221,3
34.056568,-118.253082,2
33.759471999999995,-84.378876,3
41.860535,-87.997849,2
38.456692,-121.410385,2
39.75782,-83.303154,3
42.90995,-83.501442,2
37.663986,-122.398918,2
43.02512700000001,-83.702927,2
34.064995,-118.000229,3
41.811031,-71.405548,3
38.572582,-121.467705,3
38.012596,-122.002274,2
43.09774,-83.763008,3
42.912621,-85.608147,2
42.476501,-83.11179399999997,3
33.887497,-117.551903,3
41.60062,-88.07515699999998,2
34.073582,-117.999016,3
34.153027,-118.37023899999998,2
33.564803999999995,-81.936768,3
41.906761,-88.257805,2
41.216156,-96.100746,2
42.74638,-71.15696700000002,2
33.470032,-116.953445,2
33.786896,-84.493134,3
42.313648,-83.09108,3
42.233906,-88.811584,3
38.509232,-121.46636200000002,2
42.996902,-83.705894,3
34.41095,-119.519157,2
42.883915,-83.819199,2
28.378693,-81.404617,2
34.233181,-117.420189,3
28.084286,-82.539864,2
33.943184,-117.083481,2
42.549313,-70.93647,2
34.140312,-118.0168,3
34.371845,-81.994598,2
26.089537,-80.21257,3
33.878475,-117.657646,2
28.747484000000004,-81.13086700000002,2
34.277351,-119.295532,2
33.902302,-118.061325,3
38.679787,-121.334061,3
33.945335,-118.36826299999998,2
34.012581,-118.490646,3
38.703869,-121.363655,2
38.452553,-121.37175,2
37.754009,-121.138931,2
37.994461,-122.069885,2
42.840946,-85.67821500000002,2
32.781498,-116.957733,2
41.694458,-91.638168,3
26.669813,-81.936813,2
42.383549,-83.480659,2
33.931202,-118.291794,2
34.023441,-117.336044,3
42.46563,-87.963608,2
27.065357,-82.358887,2
33.726643,-117.834717,2
34.023418,-117.747627,2
25.826122,-80.321884,2
38.551693,-121.699516,3
42.987789,-83.713234,2
37.158798,-121.98263500000002,2
34.010357,-117.823395,2
42.007805,-93.571007,2
37.328579,-121.871277,3
38.74410200000001,-121.270569,3
33.85117,-84.246475,3
33.89185,-84.25936899999998,3
37.769375,-122.405533,2
33.964283,-118.120224,3
37.67795200000001,-122.111191,2
34.081905,-117.715675,3
37.22506,-121.976707,2
41.253571,-95.951828,2
38.673439,-121.633728,3
34.032398,-118.020615,2
41.81662,-88.168243,2
32.713123,-117.137451,2
27.960732,-82.775284,2
32.790302000000004,-117.113258,3
28.851591,-81.62554899999998,2
27.53116,-82.502495,2
34.00565,-117.828705,2
33.197212,-117.125885,2
33.806477,-117.88031,2
42.153881,-88.062874,2
42.504543,-83.114975,3
26.011003,-80.166901,3
37.250729,-121.910713,2
33.773251,-118.039406,3
41.619888,-95.987839,3
32.887074,-117.227882,3
33.873608000000004,-118.214432,2
41.990746,-88.157684,2
38.643402,-121.383331,2
40.528336,-74.337547,3
41.421413,-74.010765,2
41.883949,-88.019661,2
37.462799,-121.902519,3
40.841846,-73.93160999999998,2
42.228638,-91.867271,3
33.971848,-118.377823,3
33.851273,-117.007378,2
33.593781,-81.88020300000002,2
41.76318,-72.541588,3
27.067856,-81.958199,2
41.147129,-96.158333,3
42.606525,-83.20858,3
37.98328,-121.271286,2
33.781532,-84.390869,3
34.209839,-117.413002,3
33.941364,-118.096634,3
34.135574,-118.000885,3
37.76332100000001,-122.216202,3
28.209442,-82.73955500000002,2
34.155421999999994,-118.2939,3
34.107834000000004,-118.33078,2
34.084,-118.599548,2
34.063931,-117.268295,3
28.106174,-82.249374,2
38.39106,-121.929932,3
33.973839,-118.079971,3
28.306498,-82.187714,2
34.231285,-118.26619,3
34.265659,-118.472198,3
37.949783,-121.294266,2
42.768654,-86.086128,2
42.858837,-83.71923100000002,2
33.781532,-84.390869,3
32.743015,-116.934242,2
42.368423,-83.058128,3
38.574013,-121.383102,2
28.014462,-82.505013,2
41.832581,-87.945557,2
27.431671,-82.38466600000002,2
34.02676,-118.430115,3
32.808167,-117.005615,2
33.969715,-118.22242,2
42.928631,-85.783028,2
34.07515,-118.273727,3
42.252605,-73.667221,2
41.212666,-96.00415,2
34.04797,-118.266563,2
34.018009,-118.052849,3
26.439394,-80.088898,3
38.258347,-122.062263,3
34.031658,-118.274475,3
32.658558,-117.074104,3
37.378239,-122.067566,2
33.827091,-84.252602,3
38.56369,-121.636627,2
27.95552600000001,-82.497826,3
41.29960300000001,-95.995049,2
41.750729,-88.031075,2
34.496651,-81.844261,2
34.433266,-118.590492,3
28.369562,-81.537415,2
41.258762,-95.980438,2
33.972507,-118.22522,2
28.418039,-81.59005,2
37.769451,-122.154144,3
32.834633000000004,-116.799416,2
33.744884000000006,-118.005257,3
34.172085,-118.532127,2
37.718063,-121.701027,3
27.85162,-82.34671800000002,3
41.877819,-93.571083,3
42.99028,-83.585258,2
42.944229,-83.668564,2
33.823612,-117.522057,3
34.004036,-117.830254,2
32.766487,-117.149841,3
37.741356,-121.580826,3
34.256542,-118.435097,3
26.302078,-80.250671,2
26.617657,-81.730125,2
36.607986,-121.860298,2
33.928226,-84.176018,3
27.893885,-82.68804899999998,2
33.617668,-84.39836899999997,3
28.118641,-82.695107,2
27.439398,-82.4533,2
38.559364,-121.513985,3
41.860764,-87.96814,2
32.826939,-117.002998,2
33.767658000000004,-84.389595,3
42.360813,-83.054199,3
33.704552,-117.953651,3
32.814045,-85.02494,2
41.859348,-88.067284,2
38.16346,-121.150047,2
37.135826,-121.636398,2
34.166946,-118.299896,3
34.110424,-118.334579,2
38.399319,-122.785355,2
37.700951,-121.80175,3
26.676285,-80.069511,3
42.395485,-82.989052,3
34.034599,-118.437279,3
41.706898,-72.802025,3
37.701103,-122.02116399999998,3
28.450129,-81.474159,2
26.453751,-80.162865,2
33.456303000000005,-117.103371,2
28.027182,-82.18695100000002,3
43.002094,-83.752998,2
41.082081,-95.928261,2
28.571966,-81.557045,3
42.972572,-85.590645,2
34.042419,-117.74958,2
37.925983,-122.514496,2
41.26899,-95.934425,2
37.672855,-122.467499,3
37.944721,-122.514725,2
33.928082,-118.340919,3
38.574013,-121.383118,2
39.147873,-121.068855,2
32.607765,-117.036484,3
42.674057,-82.820892,3
25.781893,-80.41720600000002,2
27.949835,-82.36895799999998,2
33.781532,-84.390869,3
41.855392,-71.441132,2
42.321499,-71.053802,3
33.996368,-117.870354,2
37.173901,-121.674606,2
33.936508,-84.159424,3
25.942207,-80.351395,3
41.22467,-95.975945,3
41.78299000000001,-71.423927,3
32.844395,-117.212631,2
37.400574,-122.03569,2
34.140312,-118.0168,3
34.03521,-118.43866,2
41.252659,-96.176987,2
33.739384,-117.83371,3
32.841682,-117.120468,2
33.961693,-84.519745,3
34.018456,-117.743881,2
38.524944,-121.447578,2
33.518791,-81.82566800000002,2
25.772266,-80.151573,2
34.140846,-118.277763,3
34.031796,-118.180161,2
33.902988,-84.354843,2
28.493181,-81.433258,3
28.472382,-81.417496,2
26.973433,-80.178001,3
34.183048,-118.168427,2
33.670605,-117.755402,3
27.298746,-82.448219,3
41.629356,-93.777046,3
33.876942,-118.102814,3
34.13308,-118.352524,2
42.424747,-82.928658,3
38.680477,-121.951881,2
42.945461,-83.714737,3
33.70348,-84.170181,3
41.205322,-96.090332,2
41.589935,-87.660721,2
34.46743,-117.348358,3
41.858738,-88.109848,2
34.119831,-117.838631,2
43.098873,-83.694176,3
34.06728,-117.834595,2
33.954762,-117.305031,3
27.298746,-82.448219,3
33.854031,-117.893295,2
34.064029999999995,-117.811996,3
34.003772999999995,-118.281029,3
34.154945,-118.64875,2
25.931885,-80.212532,2
33.7369,-84.391853,3
38.637573,-121.416405,3
34.109108,-117.981171,3
38.714298,-121.540237,2
33.616844,-84.438622,3
33.876362,-118.082367,2
32.879208,-83.666847,3
37.98885,-122.040443,2
36.756168,-121.665146,2
37.34101500000001,-121.900299,2
42.465599,-82.921257,3
34.027828,-118.2117,2
41.890881,-87.62802099999998,2
42.262604,-88.101685,2
27.908613,-82.293938,2
26.663879,-81.886742,2
43.096207,-83.733887,3
32.880524,-117.10865,3
34.095539,-118.244049,3
42.359467,-87.87425999999998,2
34.148659,-118.050179,3
34.062588,-118.248718,2
38.43718300000001,-122.718155,2
42.925682,-85.633675,2
41.583027,-93.530884,2
33.789928,-118.207939,2
34.461964,-118.413567,2
33.676857,-117.843384,3
37.834785,-122.009117,3
32.688377,-117.093437,3
34.170113,-118.38607,2
42.504543,-83.114975,3
42.479927,-71.11506700000002,3
25.866842,-80.323746,2
33.476994,-117.67347,3
34.155727,-118.431236,2
33.875389,-118.193047,2
34.0728,-117.787956,3
42.541176,-88.947983,3
41.28508,-96.064423,2
42.368065,-71.240311,2
34.231709,-118.404099,3
33.858321999999994,-118.299225,2
34.038456,-118.27401,3
33.858414,-118.096313,3
34.327904,-119.105942,2
26.114328,-80.313461,3
34.065517,-117.5448,3
28.400726,-81.24440799999998,2
42.994968,-83.646011,2
37.818493,-122.146645,2
42.969116,-85.590691,2
42.477264,-83.094666,3
41.899788,-87.939995,2
34.059383000000004,-84.383438,2
42.40509,-83.12739599999998,2
37.701546,-121.904488,3
34.242462,-119.189575,3
42.912819,-85.647102,2
33.126751,-117.104607,3
34.064686,-118.245941,2
42.963249,-85.670326,2
34.063725,-118.24991599999998,2
34.072632,-118.058411,3
33.984653,-84.542091,3
33.875896000000004,-118.16858700000002,2
33.514622,-116.788567,2
37.905491,-122.069656,2
33.358074,-117.53376000000002,3
32.80291,-116.970184,3
39.188934,-120.834991,3
33.625793,-84.45697,3
32.716454,-117.016441,2
28.863909000000003,-81.211731,2
34.311798,-117.47506,3
32.825104,-116.959724,2
41.649994,-93.600273,3
42.484119,-83.084846,3
27.493572,-82.484863,2
25.808813,-80.25997199999998,2
25.783733,-80.274208,2
37.316757,-121.922066,3
33.886253,-117.517715,2
42.984756,-83.73317,3
33.927361,-117.419693,2
32.713299,-117.14023600000002,2
34.034126,-118.027214,2
41.219719,-95.975861,2
41.13865300000001,-95.946373,2
34.031918,-118.27449,3
36.970425,-121.873085,2
34.257259000000005,-118.472122,3
34.068657,-118.042221,3
34.234833,-118.290855,3
33.854446,-117.791176,2
34.072922,-117.787064,3
26.599207,-81.608551,2
33.522617,-82.048416,2
29.143015,-80.987251,2
33.765266,-84.385475,3
33.831833,-84.426376,3
37.848099,-122.488701,2
28.251928000000003,-82.171638,2
41.223743,-96.196312,2
34.034126,-118.027214,3
41.867455,-88.214699,2
25.608345,-80.34761800000003,2
41.797165,-88.103775,2
33.930939,-118.178909,3
37.719204,-121.6604,3
34.497375,-118.616379,2
37.963692,-122.511826,2
25.946091,-80.162598,2
33.847275,-84.42918399999998,3
33.786407000000004,-117.880104,2
37.347816,-121.919418,3
33.872710999999995,-118.284805,2
34.14745300000001,-117.321167,3
41.882885,-87.923286,2
27.441088,-82.459602,3
28.850063,-81.893478,2
39.901142,-84.18789699999998,3
37.43605,-122.241646,3
28.193022,-82.39415699999998,2
26.546455,-81.852531,2
34.037216,-118.284004,3
37.866753,-122.303642,3
34.259716,-118.329666,3
34.135574,-118.000885,3
28.421213,-81.44207800000002,2
33.799667,-117.503044,3
33.916794,-81.568985,2
37.784817,-121.306778,3
38.557777,-121.473846,2
26.093142,-80.22694399999997,3
34.068657,-118.042221,3
34.496731,-118.21883400000002,2
33.782738,-118.207748,3
26.547243,-81.799828,2
27.558867,-82.446022,2
42.80435900000001,-83.727531,2
34.130005,-118.089333,2
34.098206,-117.301682,3
33.974734999999995,-118.232521,2
41.577518,-87.55899000000002,2
27.941801,-82.32959,3
33.500763,-117.151543,3
33.869511,-118.195206,3
41.841595,-87.994202,2
42.008129,-88.203148,2
27.923161,-82.269989,2
37.643669,-122.447243,3
33.00219,-117.257523,3
37.925392,-122.320595,3
41.842621,-88.006271,2
33.871807000000004,-117.544533,3
37.381866,-121.963829,2
41.885868,-88.18474599999998,2
34.13308,-118.352524,2
28.564199,-81.165665,2
34.099392,-117.898972,2
43.025631,-83.693565,2
34.076099,-118.277832,2
37.748051,-122.150284,3
28.434992,-81.412277,2
37.399887,-122.031624,2
41.861076,-88.017433,2
41.928501,-73.76209300000002,2
28.438692,-81.426254,2
28.30624000000001,-80.759254,3
34.153969000000004,-118.344963,2
25.780245,-80.315117,2
33.617668,-84.39836899999997,3
33.82618,-118.207977,3
33.927925,-118.254295,3
34.062588,-118.248718,2
32.947987,-117.105881,3
34.154182,-118.46823899999998,3
34.273319,-118.585793,2
41.227036,-96.023918,2
34.013409,-117.444878,2
38.665619,-121.32856,2
37.53118900000001,-121.941177,3
33.943108,-117.29287,3
34.135738,-117.585014,2
33.028214,-117.114548,2
42.040691,-88.311882,2
34.03553400000001,-118.169891,2
42.93564600000001,-85.667084,2
34.149467,-117.252419,2
41.876881,-88.23520699999996,2
29.553858,-81.218834,3
26.778198,-81.892876,3
42.37923,-83.198112,3
41.223797,-96.043098,3
38.462578,-122.726776,2
26.7099,-81.720718,2
27.750116,-82.69561800000002,2
33.683865000000004,-84.310005,3
27.839235,-82.69994399999999,2
33.472355,-117.67482,3
42.389378,-82.995064,2
25.781242,-80.336578,2
34.119789000000004,-117.761612,2
28.552635,-81.438316,2
33.924347,-117.28878,3
33.804443,-118.207527,3
34.419712,-119.672211,2
33.528255,-84.36322,2
27.806553000000005,-82.66729699999998,2
34.278183,-118.502144,2
34.064724,-117.869179,2
28.577545,-81.49108100000002,2
38.15519000000001,-121.676437,2
38.138584,-122.257019,2
33.804443,-118.207527,3
42.735867,-83.379684,3
38.481644,-121.334816,2
41.22467,-95.975945,3
34.020714,-118.182617,2
37.31489600000001,-121.910774,3
34.134640000000005,-117.646561,2
37.754669,-121.146957,2
33.973839,-118.079971,3
42.549191,-71.477959,3
26.692619,-80.136284,2
33.982372,-118.280556,3
33.939331,-117.19149,2
42.410091,-87.855019,2
26.955593,-80.16585500000002,3
34.072609,-81.819023,2
32.762459,-117.163506,3
37.969067,-122.058609,3
34.105846,-117.532486,3
34.400223,-119.299744,2
38.615318,-121.535591,3
42.331463,-83.08731800000002,3
34.03183,-117.550064,3
33.949665,-118.091896,3
41.807888,-88.075928,2
42.943905,-83.731812,2
27.387638,-82.439255,2
42.910465,-85.591797,2
42.973778,-83.712906,2
37.863934,-122.302826,3
28.251806,-82.188164,2
28.43379,-82.627319,2
37.84407,-122.297653,3
41.840935,-88.026054,2
26.274832,-80.125206,3
33.919563000000004,-117.103859,2
34.107834000000004,-118.33078,2
42.491627,-83.02776300000002,3
37.708607,-122.170822,2
33.790413,-118.099365,3
41.914562,-87.972092,2
33.853855,-117.955376,2
33.846611,-118.205406,3
34.151669,-118.132256,3
33.397396,-117.593697,2
38.034027,-121.965538,2
37.340866,-121.928047,3
37.465378,-122.290848,3
27.908699,-82.707764,2
34.087212,-117.670006,3
42.487068,-83.47573100000002,3
28.472382,-81.417496,2
33.723289,-84.3946,3
33.701347,-84.116447,3
38.64489,-121.383255,3
33.847885,-117.856133,2
34.154522,-118.396576,2
41.264126,-73.68420400000002,3
37.966255,-122.309402,2
34.266998,-118.443596,2
33.771286,-84.390045,3
42.483002,-83.43937700000002,3
41.102802,-74.027687,3
34.339706,-118.506447,3
37.609268,-120.97638700000002,2
37.175373,-121.863609,2
32.949959,-117.243568,3
33.912116999999995,-118.073502,3
41.859398,-88.059555,2
34.030128000000005,-117.689354,2
34.010056,-117.823219,2
32.750347,-117.155373,2
34.015671000000005,-117.912743,2
38.113052,-122.229935,3
26.718931,-80.08979000000002,3
42.527599,-82.909058,3
38.758034,-121.261528,3
37.712086,-122.453529,3
33.085377,-117.298973,3
26.707911,-80.146332,2
38.119499,-122.106255,3
33.671043,-117.755173,3
28.332779,-81.528015,2
34.232281,-83.858101,2
34.099098,-118.251465,2
37.823006,-121.993805,3
37.405899,-121.910378,3
38.724922,-121.764778,2
42.927814,-85.681854,2
42.163326,-88.055115,2
33.742054,-118.310226,2
34.04797,-118.266563,2
38.606236,-121.508064,3
42.192543,-86.166588,3
33.842239,-117.905052,2
38.679905,-121.339325,3
33.92503,-118.326576,3
38.653061,-121.070541,2
26.95208,-81.12217700000002,2
34.164246,-117.333267,3
33.261467,-84.095192,3
26.54628,-81.871399,2
33.998135,-118.369484,2
33.778824,-117.895691,2
32.774551,-117.12506100000002,3
38.02541400000001,-121.33725,2
41.771507,-87.935661,2
28.140413,-81.898445,3
41.595539,-93.620811,3
38.60376,-90.450554,3
33.967506,-118.230232,2
34.143227,-117.988472,2
42.044964,-88.311897,2
42.955536,-85.63958000000002,2
28.07287,-82.738968,2
25.869213,-80.208313,3
33.290028,-117.216675,2
34.07711,-118.281677,2
33.99345,-118.069351,3
37.330112,-121.867676,3
33.900036,-118.370316,3
41.513752,-94.196205,3
33.958836,-117.30957,3
33.550713,-117.672691,3
42.97253,-85.692596,3
33.988968,-118.354095,2
38.117683,-122.564941,2
38.553616,-121.474228,3
37.332996,-121.938171,3
32.772853999999995,-117.128311,3
37.244026,-121.77301,2
27.24176,-81.382233,2
42.255486,-71.039642,3
41.378235,-73.442513,2
27.908754,-82.721069,2
38.720985,-120.93367,2
37.503792,-121.962822,3
33.230961,-117.032433,2
28.542555,-81.413788,2
41.696423,-88.018761,2
33.456447999999995,-117.651695,3
28.486959,-81.409203,2
34.069817,-118.261299,2
40.11195,-83.016663,2
41.277824,-96.071762,2
33.552634999999995,-117.140404,2
34.104546,-117.820419,2
34.266087,-118.47226,2
41.263283,-96.023865,2
32.981068,-116.827873,2
38.19905900000001,-122.160706,3
34.027522999999995,-118.232445,3
33.240623,-117.055229,2
33.525703,-117.668297,3
41.270031,-95.98246,2
33.473682000000004,-81.982628,2
34.031616,-118.219917,3
37.418751,-120.84996,2
41.137608,-95.956985,2
